CUSTID,DATE_Min,DATE_Max,小計_Sum,Record_Count,Recency Score,Frequency Score,Monetary Score,RFM Score,期間,大分類_アクセサリ_小計_Sum,大分類_インナーウエア_小計_Sum,大分類_バッグ_小計_Sum,大分類_化粧品_小計_Sum,大分類_婦人服_小計_Sum,大分類_靴_小計_Sum,大分類_食品_小計_Sum,中分類_アクセサリ02,中分類_アクセサリ03,中分類_アクセサリ04,中分類_アクセサリ05,中分類_インナーウエア01,中分類_インナーウエア02,中分類_インナーウエア03,中分類_インナーウエア04,中分類_インナーウエア05,中分類_インナーウエア06,中分類_インナーウエア07,中分類_インナーウエア08,中分類_インナーウエア09,中分類_バッグ,中分類_バッグ01,中分類_バッグ02,中分類_バッグ03,中分類_バッグ04,中分類_バッグ05,中分類_バッグ06,中分類_バッグ07,中分類_バッグ08,中分類_バッグ09,中分類_バッグ10,中分類_化粧品01,中分類_化粧品02,中分類_化粧品03,中分類_化粧品04,中分類_化粧品05,中分類_化粧品06,中分類_化粧品07,中分類_化粧品08,中分類_化粧品09,中分類_化粧品10,中分類_婦人服01,中分類_婦人服02,中分類_婦人服03,中分類_婦人服04,中分類_婦人服05,中分類_婦人服06,中分類_婦人服07,中分類_婦人服08,中分類_婦人服09,中分類_靴01,中分類_靴02,中分類_靴03,中分類_靴04,中分類_靴05,中分類_靴06,中分類_食品01,中分類_食品02,中分類_食品03,中分類_食品04,中分類_食品05,中分類_食品06,中分類_食品07,中分類_食品08,中分類_食品09,中分類_食品10,中分類_食品11,中分類_食品12
100146,2015-02-28,2015-12-22,70150,17,4,2,2,422.00,297,2850,29364,0,16383,3186,9975,8392,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100147,2015-01-08,2015-11-26,24395,8,2,1,1,211.00,322,0,13403,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100149,2015-01-18,2015-12-11,32460,7,3,1,1,311.00,327,0,0,0,0,32460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100150,2015-01-30,2015-11-18,123430,16,2,2,3,223.00,292,0,0,83412,40018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100151,2015-01-14,2015-12-10,31924,8,3,1,1,311.00,330,0,3500,6912,21512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100152,2015-02-03,2015-12-31,147161,28,5,4,4,544.00,331,2980,4649,0,29873,47555,10724,51380,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100154,2015-01-06,2015-12-04,128338,30,2,4,3,243.00,332,0,70800,3500,24538,5200,11775,12525,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100160,2015-01-07,2015-09-07,30926,14,1,2,1,121.00,243,0,7900,1100,18121,0,2610,1195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100161,2015-02-11,2015-08-13,70059,10,1,1,2,112.00,183,0,9106,0,4680,29408,10890,15975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100162,2015-01-29,2015-11-26,70009,22,2,3,2,232.00,301,2972,19418,11960,0,31297,0,4362,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100163,2015-01-05,2015-12-03,202771,41,2,4,4,244.00,332,2585,136685,1395,18814,12640,11612,19040,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100165,2015-01-01,2015-12-28,434944,85,4,5,5,455.00,361,27258,60548,63622,90839,76043,26098,90536,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
100167,2015-03-03,2015-10-20,53880,18,1,3,2,132.00,231,0,7990,0,27875,0,14175,3840,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100168,2015-01-11,2015-12-25,195640,41,4,4,4,444.00,348,0,31941,9328,81906,55992,12508,3965,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100169,2015-01-11,2015-12-28,44047,14,4,2,1,421.00,351,1900,3850,0,18699,5418,3130,11050,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100170,2015-01-04,2015-12-11,162392,36,3,4,4,344.00,341,0,62435,41010,9726,17242,22740,9239,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
100171,2015-01-03,2015-12-21,249613,69,4,5,5,455.00,352,0,13199,9471,27934,185781,2964,10264,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100176,2015-02-19,2015-12-18,109100,16,3,2,3,323.00,302,0,17204,19404,11622,30870,15600,14400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100177,2015-01-05,2015-11-16,339374,32,2,4,5,245.00,315,174300,0,10840,87160,42740,5934,18400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100181,2015-01-17,2015-12-26,533515,62,4,5,5,455.00,343,129960,79613,0,256475,25557,12540,29370,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100182,2015-01-04,2015-11-19,11057,7,2,1,1,211.00,319,0,1359,1564,6253,1881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100184,2015-01-01,2015-12-31,601002,163,5,5,5,555.00,364,24136,82995,77077,172304,78844,70744,94902,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
100185,2015-01-04,2015-05-02,24830,10,1,1,1,111.00,118,0,0,0,24830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100186,2015-01-02,2015-11-27,260244,47,2,5,5,255.00,329,5230,29193,6800,80222,95192,37308,6299,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100188,2015-03-31,2015-11-04,23140,7,1,1,1,111.00,218,0,4000,0,1280,9500,8360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100190,2015-01-02,2015-10-02,30421,5,1,1,1,111.00,273,5880,15000,9541,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100192,2015-01-06,2015-12-15,208118,39,3,4,4,344.00,343,5000,70994,0,10960,10636,0,110528,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100193,2015-01-26,2015-07-14,115987,8,1,1,3,113.00,169,24800,55882,0,13200,15505,6600,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100194,2015-04-20,2015-12-10,29196,17,3,2,1,321.00,234,0,0,0,19091,3780,5130,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100196,2015-04-21,2015-12-22,124679,19,4,3,3,433.00,245,0,25430,8380,8000,20894,1700,60275,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100197,2015-06-17,2015-12-31,24302,7,5,1,1,511.00,197,0,0,7350,15012,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100198,2015-01-20,2015-10-28,170346,25,1,3,4,134.00,281,0,11670,107156,0,41940,3780,5800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100199,2015-01-06,2015-12-23,123126,18,4,3,3,433.00,351,0,9831,0,11190,102105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100200,2015-01-09,2015-10-23,106910,21,1,3,3,133.00,287,12920,4874,4550,39266,1080,32540,11680,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100201,2015-01-07,2015-12-22,172584,36,4,4,4,444.00,349,1490,4101,20693,52990,1500,78660,13150,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100204,2015-01-05,2015-12-08,183778,18,3,3,4,334.00,337,105162,64866,0,0,13750,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100206,2015-02-04,2015-12-10,83618,24,3,3,3,333.00,309,23044,19140,7354,0,31740,2340,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100208,2015-01-16,2015-11-13,42825,15,2,2,1,221.00,301,1490,0,0,2700,6415,13420,18800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100209,2015-02-26,2015-12-07,47609,15,3,2,1,321.00,284,1486,16200,2150,0,18532,5941,3300,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100211,2015-01-06,2015-12-11,38154,11,3,1,1,311.00,339,0,2930,6362,16062,0,12800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100212,2015-01-13,2015-12-08,66272,20,3,3,2,332.00,329,0,17656,0,43796,0,3240,1580,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100213,2015-02-04,2015-11-13,28836,10,2,1,1,211.00,282,0,0,4080,17248,3138,1980,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100217,2015-01-06,2015-12-24,210146,59,4,5,4,454.00,352,1538,39279,17895,26063,82430,12695,30246,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100218,2015-01-15,2015-12-12,219366,43,3,4,4,344.00,331,0,20958,0,92509,88009,15599,2291,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
100220,2015-05-07,2015-12-27,85454,15,4,2,3,423.00,234,0,0,11460,55584,0,18410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100221,2015-03-17,2015-12-28,65862,7,4,1,2,412.00,286,0,3800,0,58185,0,0,3877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100223,2015-01-05,2015-12-09,43523,14,3,2,1,321.00,338,8509,5900,1700,4710,22704,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100224,2015-03-03,2015-12-14,91549,14,3,2,3,323.00,286,0,0,18280,2580,45129,7740,17820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100226,2015-01-31,2015-11-21,174349,26,2,3,4,234.00,294,11875,33393,15321,42908,45397,10673,14782,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100227,2015-01-06,2015-11-19,102162,15,2,2,3,223.00,317,0,6340,1725,13800,0,78317,1980,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100228,2015-01-05,2015-12-05,94264,24,2,3,3,233.00,334,0,14368,0,21022,34369,18305,6200,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100230,2015-01-15,2015-12-30,88205,21,5,3,3,533.00,349,5880,16405,20572,37728,6280,0,1340,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100231,2015-02-21,2015-12-18,131542,37,3,4,3,343.00,300,0,41809,9255,49498,5030,25950,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100233,2015-01-06,2015-12-28,60300,22,4,3,2,432.00,356,0,6940,0,3960,49400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100234,2015-01-05,2015-12-10,453930,83,3,5,5,355.00,339,1320,41224,141161,13772,78584,30899,146970,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
100238,2015-01-06,2015-12-14,126964,31,3,4,3,343.00,342,0,35684,1520,12501,64399,12860,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100239,2015-01-13,2015-11-18,276933,47,2,5,5,255.00,309,0,27852,67308,110969,44198,8214,18392,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100240,2015-01-02,2015-12-30,353202,31,5,4,5,545.00,362,0,43076,2686,0,307440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100241,2015-02-20,2015-12-30,58364,13,5,2,2,522.00,313,0,2214,0,0,38732,13818,3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100242,2015-01-30,2015-12-30,62570,6,5,1,2,512.00,334,0,0,0,43590,13280,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100243,2015-01-01,2015-12-30,329388,83,5,5,5,555.00,363,1960,93116,58375,55845,83607,32985,3500,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100244,2015-02-11,2015-10-22,36447,5,1,1,1,111.00,253,0,0,36447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100248,2015-01-05,2015-12-07,30154,13,3,2,1,321.00,336,0,18777,0,2406,7613,0,1358,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100249,2015-01-19,2015-08-28,197672,16,1,2,4,124.00,221,0,0,0,10182,62000,24410,101080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100251,2015-01-05,2015-12-22,42360,10,4,1,1,411.00,351,0,11870,0,21840,1200,6000,1450,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100252,2015-02-11,2015-08-18,55279,7,1,1,2,112.00,188,0,0,40530,10769,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100253,2015-01-21,2015-12-31,239015,29,5,4,4,544.00,344,0,81350,0,6000,145415,6250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100255,2015-02-03,2015-09-24,16030,9,1,1,1,111.00,233,0,0,0,14440,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100258,2015-01-14,2015-10-02,41880,9,1,1,1,111.00,261,0,3342,9120,4020,10688,0,14710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100261,2015-01-28,2015-12-29,152821,46,5,5,4,554.00,335,0,2100,2980,6999,105614,24630,10498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100263,2015-06-19,2015-11-23,70708,10,2,1,2,212.00,157,0,24938,0,25110,18000,2660,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100265,2015-01-28,2015-11-12,128769,38,2,4,3,243.00,288,0,22067,20813,62892,8475,0,14522,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100266,2015-01-29,2015-12-30,117769,21,5,3,3,533.00,335,12986,3110,0,15417,14306,5570,66380,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100268,2015-02-06,2015-12-04,229604,53,2,5,4,254.00,301,4073,71351,20080,53030,35360,37240,8470,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100270,2015-01-05,2015-12-07,32009,15,3,2,1,321.00,336,3875,15652,1440,6102,3760,1180,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
